SN,Ticker,High,Low,Close
3769,VBIV,3.369999885559082,3.25,3.2799999713897705
3770,VBLT,2.7100000381469727,2.309999942779541,2.4200000762939453
3771,VBTX,36.25,35.6150016784668,35.970001220703125
3772,VC,131.5399932861328,126.80000305175781,131.38999938964844
3773,VCEL,55.849998474121094,53.5099983215332,55.70000076293945
3774,VCKA,9.960000038146973,9.899999618530273,9.899999618530273
3775,VCKAU,10.170000076293945,10.170000076293945,10.170000076293945
3776,VCNX,2.369999885559082,2.2799999713897705,2.299999952316284
3777,VCTR,30.65999984741211,29.8799991607666,30.0
3778,VCVC,9.9399995803833,9.899999618530273,9.920000076293945
3779,VCVCU,10.640000343322754,10.539999961853027,10.600000381469727
3780,VCVCW,1.899999976158142,1.649999976158142,1.7799999713897705
3781,VCYT,35.369998931884766,32.869998931884766,32.939998626708984
3782,VECO,24.43000030517578,23.799999237060547,24.3700008392334
3783,VELOU,9.930000305175781,9.906000137329102,9.930000305175781
3784,VENAU,10.649999618530273,10.484999656677246,10.649999618530273
3785,VEON,1.8799999952316284,1.7899999618530273,1.7899999618530273
3786,VERB,1.350000023841858,1.2000000476837158,1.3300000429153442
3787,VERBW,0.5860000252723694,0.5199999809265137,0.5598000288009644
3788,VERI,18.8799991607666,17.899999618530273,18.0
3789,VERO,2.4000000953674316,2.2239999771118164,2.2799999713897705
3790,VERU,8.960000038146973,8.59000015258789,8.729999542236328
3791,VERX,18.708999633789062,17.969999313354492,18.239999771118164
3792,VERY,9.140000343322754,9.100000381469727,9.140000343322754
3793,VFF,10.399999618530273,10.071999549865723,10.34000015258789
3794,VG,14.0,13.600000381469727,13.640000343322754
3795,VIAC,42.06999969482422,41.31999969482422,41.70000076293945
3796,VIACA,46.15999984741211,45.560001373291016,45.810001373291016
3797,VIAV,17.43000030517578,17.299999237060547,17.299999237060547
3798,VICR,93.94999694824219,91.58999633789062,93.4000015258789
3799,VIEW,8.220000267028809,7.960000038146973,8.09000015258789
3800,VIEWW,1.850000023841858,1.7400000095367432,1.7999999523162842
3801,VIH,10.380000114440918,10.170000076293945,10.25
3802,VIHAU,11.460000038146973,11.460000038146973,11.460000038146973
3803,VIHAW,1.6100000143051147,1.5399999618530273,1.5499999523162842
3804,VII,9.75,9.75,9.75
3805,VIIAU,10.140000343322754,10.130000114440918,10.140000343322754
3806,VIIAW,0.75,0.7300999760627747,0.75
3807,VINC,14.0,12.550000190734863,12.720000267028809
3808,VINO,3.9600000381469727,3.630000114440918,3.809999942779541
3809,VINP,14.930999755859375,14.3100004196167,14.380000114440918
3810,VIOT,8.579999923706055,7.949999809265137,8.460000038146973
3811,VIR,46.65999984741211,44.270999908447266,44.939998626708984
3812,VIRC,3.5,3.259999990463257,3.5
3813,VIRI,5.769999980926514,5.429999828338623,5.449999809265137
3814,VIRT,32.0099983215332,31.174999237060547,31.639999389648438
3815,VIRX,10.239999771118164,9.350000381469727,10.079999923706055
3816,VISL,2.6500000953674316,2.4600000381469727,2.5799999237060547
3817,VITL,21.700000762939453,21.110000610351562,21.65999984741211
3818,VIVE,2.7799999713897705,2.7100000381469727,2.7200000286102295
3819,VIVO,19.309999465942383,18.700000762939453,18.889999389648438
3820,VJET,15.3100004196167,14.609999656677246,15.119999885559082
3821,VKTX,5.320000171661377,5.199999809265137,5.260000228881836
3822,VLDR,10.4399995803833,9.789999961853027,10.079999923706055
3823,VLDRW,3.200000047683716,3.0,3.069999933242798
3824,VLGEA,24.239999771118164,23.780000686645508,24.020000457763672
3825,VLON,4.163000106811523,4.0,4.03000020980835
3826,VLY,14.390000343322754,14.119999885559082,14.270000457763672
3827,VLYPO,26.1299991607666,26.059999465942383,26.059999465942383
3828,VLYPP,29.8700008392334,29.229999542236328,29.59000015258789
3829,VMAC,9.989999771118164,9.979999542236328,9.979999542236328
3830,VMACU,10.960000038146973,10.930000305175781,10.960000038146973
3831,VMACW,1.0399999618530273,1.0,1.0399999618530273
3832,VMAR,10.350000381469727,9.079999923706055,9.680000305175781
3833,VMD,7.264999866485596,7.119999885559082,7.159999847412109
3834,VNDA,18.360000610351562,18.030000686645508,18.100000381469727
3835,VNET,21.18000030517578,20.010000228881836,20.399999618530273
3836,VNOM,18.989999771118164,18.479999542236328,18.68000030517578
3837,VOD,18.5,18.40999984741211,18.479999542236328
3838,VOR,20.93000030517578,19.670000076293945,20.420000076293945
3839,VOSOU,10.390000343322754,10.319999694824219,10.380000114440918
3840,VOXX,16.3799991607666,15.579999923706055,16.110000610351562
3841,VPCBU,9.9399995803833,9.90999984741211,9.9399995803833
3842,VRA,12.729999542236328,12.3100004196167,12.640000343322754
3843,VRAY,6.5,6.050000190734863,6.460000038146973
3844,VRCA,10.010000228881836,9.600000381469727,9.770000457763672
3845,VRDN,16.489999771118164,15.779999732971191,16.049999237060547
3846,VREX,25.709999084472656,24.940000534057617,25.170000076293945
3847,VRM,43.75,42.59000015258789,43.540000915527344
3848,VRME,3.490000009536743,3.359999895095825,3.430000066757202
3849,VRMEW,1.2549999952316284,1.2300000190734863,1.2400000095367432
3850,VRNA,6.210000038146973,5.809999942779541,6.010000228881836
3851,VRNS,48.040000915527344,46.900001525878906,47.81999969482422
3852,VRNT,46.40999984741211,45.970001220703125,46.16999816894531
3853,VRPX,4.980000019073486,4.400000095367432,4.880000114440918
3854,VRRM,14.734999656677246,14.484999656677246,14.59000015258789
3855,VRSK,173.00999450683594,170.8300018310547,172.64999389648438
3856,VRSN,220.07000732421875,216.64999389648438,219.25999450683594
3857,VRTS,299.04998779296875,292.04998779296875,294.25
3858,VRTX,212.97999572753906,209.38999938964844,209.92999267578125
3859,VS,6.960000038146973,6.699999809265137,6.860000133514404
3860,VSAT,54.939998626708984,53.65999984741211,54.7599983215332
3861,VSEC,50.150001525878906,48.47999954223633,50.0
3862,VSPR,13.290900230407715,12.359999656677246,12.489999771118164
3863,VSSYW,3.6500000953674316,3.6500000953674316,3.5399999618530273
3864,VSTA,9.0,8.470000267028809,8.6899995803833
3865,VSTM,4.03000020980835,3.950000047683716,4.0
3866,VTAQ,9.949999809265137,9.890000343322754,9.949999809265137
3867,VTAQR,0.20000000298023224,0.19900000095367432,0.20000000298023224
3868,VTAQU,10.524999618530273,10.524999618530273,10.524999618530273
3869,VTAQW,0.3499999940395355,0.33500000834465027,0.3425000011920929
3870,VTGN,2.450000047683716,2.3299999237060547,2.4100000858306885
3871,VTIQ,9.850000381469727,9.8100004196167,9.84000015258789
3872,VTIQU,10.140000343322754,10.010000228881836,10.140000343322754
3873,VTIQW,1.2400000095367432,1.1200000047683716,1.1299999952316284
3874,VTNR,9.609999656677246,8.550000190734863,8.760000228881836
3875,VTRS,15.479999542236328,15.270000457763672,15.390000343322754
3876,VTRU,16.440000534057617,15.239999771118164,16.0
3877,VTSI,5.71999979019165,5.519999980926514,5.639999866485596
3878,VTVT,2.619999885559082,2.380000114440918,2.5
3879,VUZI,19.389999389648438,18.420000076293945,18.729999542236328
3880,VVOS,5.289999961853027,5.079999923706055,5.150000095367432
3881,VVPR,7.190999984741211,6.949999809265137,7.090000152587891
3882,VWTR,10.880000114440918,10.630000114440918,10.819999694824219
3883,VXRT,7.309999942779541,6.840000152587891,6.869999885559082
3884,VYGR,4.289999961853027,4.190000057220459,4.210000038146973
3885,VYNE,3.990000009536743,3.7699999809265137,3.8299999237060547
3886,WABC,63.029998779296875,62.33000183105469,62.939998626708984
3887,WAFD,33.63999938964844,33.119998931884766,33.59000015258789
3888,WAFDP,26.170000076293945,26.110000610351562,26.170000076293945
3889,WAFU,7.34499979019165,7.0,7.010000228881836
3890,WASH,55.900001525878906,54.900001525878906,55.310001373291016
3891,WATT,3.0490000247955322,2.755000114440918,2.799999952316284
3892,WB,48.720001220703125,47.650001525878906,47.72999954223633
3893,WBA,55.09000015258789,54.52000045776367,54.849998474121094
3894,WDAY,226.0,222.5800018310547,223.30999755859375
3895,WDC,78.19000244140625,76.86000061035156,77.16999816894531
3896,WDFC,249.0,243.24000549316406,244.5
3897,WEN,23.1299991607666,22.729999542236328,22.860000610351562
3898,WERN,46.880001068115234,45.04999923706055,45.7599983215332
3899,WETF,7.300000190734863,6.889999866485596,6.980000019073486
3900,WEYS,21.399999618530273,21.049999237060547,21.299999237060547
3901,WHF,15.869999885559082,15.65999984741211,15.739999771118164
3902,WHFBZ,25.56999969482422,25.510000228881836,25.56999969482422
3903,WHLM,5.230000019073486,5.039999961853027,5.210000038146973
3904,WHLR,4.929999828338623,4.389999866485596,4.869999885559082
3905,WHLRD,18.450000762939453,18.25,18.40999984741211
3906,WHLRP,14.28600025177002,14.239999771118164,14.239999771118164
3907,WILC,22.940000534057617,22.90999984741211,22.90999984741211
3908,WIMI,5.329999923706055,5.179999828338623,5.289999961853027
3909,WINA,199.66000366210938,195.0,196.50999450683594
3910,WING,139.22999572753906,137.08999633789062,137.8000030517578
3911,WINT,3.4000000953674316,2.440000057220459,2.700000047683716
3912,WIRE,82.25,80.38999938964844,82.0999984741211
3913,WISA,4.840000152587891,4.199999809265137,4.769999980926514
3914,WISH,8.420000076293945,8.0600004196167,8.289999961853027
3915,WIX,259.8800048828125,255.16000366210938,256.29998779296875
3916,WKEY,7.949999809265137,7.704999923706055,7.789999961853027
3917,WKHS,14.930000305175781,12.510000228881836,13.050000190734863
3918,WLDN,40.15999984741211,37.81999969482422,39.20000076293945
3919,WLFC,45.779998779296875,44.40999984741211,44.66999816894531
3920,WLTW,260.8299865722656,255.8800048828125,259.7300109863281
3921,WMG,35.439998626708984,34.56999969482422,35.29999923706055
3922,WNEB,8.710000038146973,8.470000267028809,8.59000015258789
3923,WNW,6.769999980926514,6.400000095367432,6.579999923706055
3924,WOOF,22.600000381469727,21.75,22.09000015258789
3925,WORX,1.7000000476837158,1.6399999856948853,1.6799999475479126
3926,WPRT,5.75,5.380000114440918,5.510000228881836
3927,WRAP,8.359999656677246,7.929999828338623,8.039999961853027
3928,WRLD,155.5500030517578,150.5399932861328,152.39999389648438
3929,WSBC,39.34000015258789,38.349998474121094,38.880001068115234
3930,WSBCP,28.148000717163086,27.969999313354492,28.049999237060547
3931,WSBF,20.5,20.229999542236328,20.31999969482422
3932,WSC,28.170000076293945,27.81999969482422,27.860000610351562
3933,WSFS,53.939998626708984,52.56999969482422,53.43000030517578
3934,WSTG,29.8799991607666,29.049999237060547,29.100000381469727
3935,WTBA,29.440000534057617,28.899999618530273,29.270000457763672
3936,WTER,1.3600000143051147,1.2699999809265137,1.3600000143051147
3937,WTFC,81.44000244140625,80.16000366210938,81.23999786376953
3938,WTFCM,28.31999969482422,28.239999771118164,28.315000534057617
3939,WTFCP,28.510000228881836,28.309999465942383,28.479999542236328
3940,WTRE,34.939998626708984,34.869998931884766,34.869998931884766
3941,WTREP,26.0,26.0,26.0
3942,WTRH,2.049999952316284,1.9800000190734863,2.009999990463257
3943,WVE,7.019999980926514,6.739999771118164,6.769999980926514
3944,WVFC,16.450000762939453,16.420000076293945,16.450000762939453
3945,WVVI,13.850000381469727,13.489999771118164,13.510000228881836
3946,WVVIP,5.2729997634887695,5.110000133514404,5.160999774932861
3947,WW,40.22999954223633,39.369998931884766,39.97999954223633
3948,WWD,128.80999755859375,125.94999694824219,126.95999908447266
3949,WWR,4.46999979019165,4.25,4.360000133514404
3950,WYNN,130.16000366210938,127.68000030517578,128.16000366210938
3951,XAIR,4.949999809265137,4.760000228881836,4.909999847412109
3952,XBIO,2.450000047683716,2.2300000190734863,2.3499999046325684
3953,XBIOW,1.899999976158142,1.899999976158142,1.899999976158142
3954,XBIT,17.200000762939453,16.799999237060547,16.950000762939453
3955,XCUR,1.7100000381469727,1.659999966621399,1.6699999570846558
3956,XEL,70.9000015258789,69.95999908447266,70.08000183105469
3957,XELA,1.6100000143051147,1.5,1.5199999809265137
3958,XELB,2.4600000381469727,2.309999942779541,2.390000104904175
3959,XENE,18.729999542236328,18.25,18.549999237060547
3960,XENT,16.71500015258789,16.329999923706055,16.459999084472656
3961,XERS,4.400000095367432,3.9200000762939453,4.050000190734863
3962,XFOR,9.359999656677246,8.880000114440918,8.9399995803833
3963,XGN,13.569999694824219,13.270000457763672,13.329999923706055
3964,XLNX,129.52000427246094,126.83000183105469,128.6300048828125
3965,XLRN,125.55999755859375,122.0,124.5199966430664
3966,XM,32.939998626708984,31.93000030517578,32.06999969482422
3967,XNCR,37.189998626708984,36.084999084472656,36.45000076293945
3968,XNET,4.974999904632568,4.800000190734863,4.820000171661377
3969,XOG,55.03499984741211,52.790000915527344,54.599998474121094
3970,XOMA,29.700000762939453,29.0,29.40999984741211
3971,XOMAP,25.5,25.3700008392334,25.483999252319336
3972,XONE,22.5,21.5,22.079999923706055
3973,XP,40.56999969482422,39.790000915527344,40.45000076293945
3974,XPDIU,10.100000381469727,10.01200008392334,10.100000381469727
3975,XPEL,88.91999816894531,83.5,88.47000122070312
3976,XPER,22.270000457763672,21.889999389648438,22.09000015258789
3977,XRAY,67.0999984741211,66.05999755859375,66.27999877929688
3978,XSPA,1.3799999952316284,1.2899999618530273,1.3200000524520874
3979,XTLB,3.5299999713897705,3.3499999046325684,3.450000047683716
3980,YELL,6.340000152587891,5.679999828338623,5.920000076293945
3981,YGMZ,4.980000019073486,4.769999980926514,4.900000095367432
3982,YI,9.510000228881836,9.210000038146973,9.350000381469727
